Entry	Entry name	Gene names	Cross-reference (GeneID)
P36114	YKR18_YEAST	YKR018C	853888;
P38351	PAF1_YEAST	PAF1 YBR279W YBR2016	852582;
P38298	YPC1_YEAST	YPC1 YBR183W YBR1305	852481;
P41056	RL33B_YEAST	RPL33B RPL37B YOR234C O5224	854409;
P53724	RM50_YEAST	MRPL50 YNR022C N3220	855756;
P32792	YHH7_YEAST	YSC83 YHR017W	856410;
P10507	MPPB_YEAST	MAS1 MIF1 YLR163C L9632.10	850860;
Q12179	YP245_YEAST	YPL245W	855831;
P36041	EAP1_YEAST	EAP1 YKL204W	853631;
P53552	THO2_YEAST	THO2 LDB5 RLR1 ZRG13 YNL139C N1209 N1835	855583;
P32319	VPS10_YEAST	PEP1 VPS10 VPT1 YBL017C YBL03.22 YBL0302	852264;
Q12152	YP150_YEAST	YPL150W	855953;
Q12473	FRE6_YEAST	FRE6 YLL051C L0593	850675;
P43635	CISY3_YEAST	CIT3 YPR001W YP9723.01	856107;
P46946	COM1_YEAST	SAE2 COM1 YGL175C G1639	852700;
P0CX39	RS8A_YEAST	RPS8A RPS14A YBL072C YBL06.05 YBL0613	852206;856839;
P0CX40	RS8B_YEAST	RPS8B RPS14B YER102W	852206;856839;
P53622	COPA_YEAST	COP1 RET1 SEC33 SOO1 YDL145C D1578	851410;
Q12141	YG11B_YEAST	TY1B-GR1 YGRWTy1-1 POL YGR027W-B G4054	852913;
Q06485	ATG33_YEAST	ATG33 YLR356W	851070;
P53850	RTC4_YEAST	RTC4 YNL254C N0856	855467;
P27692	SPT5_YEAST	SPT5 YML010W YM9571.08	854999;
P25651	CSM1_YEAST	CSM1 SPO86 YCR086W YCR86W	850447;
Q06156	CND1_YEAST	YCS4 LOC7 YLR272C L8479.14	850977;
P25344	STE50_YEAST	STE50 YCL032W YCL32W	850325;
P40564	DJP1_YEAST	DJP1 ICS1 PAS22 YIR004W YIB4W	854820;
Q04487	SHH3_YEAST	SHH3 YMR118C YM9718.17C	855145;
P06367	RS14A_YEAST	RPS14A CRY1 RPL59 YCR031C YCR31C	850397;
P25381	RRT12_YEAST	RRT12 OSW3 YCR045C YCR45C	850412;
P19263	MED14_YEAST	RGR1 MED14 YLR071C	850760;
Q08465	YNG1_YEAST	YNG1 YOR064C YOR29-15	854230;
P36168	ESL2_YEAST	ESL2 YKR096W	853971;
P32642	GLRX4_YEAST	GRX4 YER174C SYGP-ORF64	856921;
P09368	PUT1_YEAST	PUT1 YLR142W L3170 L9606.2	850833;
P22204	DBF2_YEAST	DBF2 YGR092W	852984;
Q02336	ADA2_YEAST	ADA2 YDR448W D9461.33	852059;
P40955	CHS6_YEAST	CHS6 CSD3 YJL099W J0838	853346;
P32794	AFG2_YEAST	AFG2 DRG1 YLR397C L8084.16	851113;
Q12520	HUT1_YEAST	HUT1 MLF6 YPL244C	855832;
P48581	RAD17_YEAST	RAD17 YOR368W	854550;
Q08966	PCL8_YEAST	PCL8 YPL219W P1745	855882;
Q12433	AHC1_YEAST	AHC1 YOR023C OR26.13	854188;
P38780	YHL4_YEAST	YHR054C	856451;
P43594	MIC19_YEAST	MIC19 AIM13 MCS19 YFR011C	850563;
P53082	BOL2_YEAST	BOL2 AIM15 FRA2 YGL220W	852652;
Q12389	DBP10_YEAST	DBP10 YDL031W D2770	851530;
Q07648	DTD_YEAST	DTD1 YDL219W	851307;
Q12059	ULA1_YEAST	ULA1 ENR2 YPL003W LPA14W	856104;
O13577	DIF1_YEAST	DIF1 YLR437C	851157;
Q12091	DAP1_YEAST	DAP1 YPL170W P2515	855933;
P53538	SSU72_YEAST	SSU72 YNL222W N1279	855499;
P39524	ATC3_YEAST	DRS2 YAL026C FUN38	851207;
P36075	CUE2_YEAST	CUE2 YKL090W	853772;
P38776	YHK8_YEAST	YHK8 YHR048W	856444;
P49167	RL38_YEAST	RPL38 YLR325C L8543.2	851035;
P40106	GPP2_YEAST	GPP2 HOR2 YER062C	856791;
Q3E736	YO192_YEAST	YOR192C-C	1466485;
P36104	SWD2_YEAST	SWD2 CPS35 SAF37 YKL018W	853851;
Q6B2U8	TDA8_YEAST	TDA8 YAL064C-A	851234;
Q06665	RAD34_YEAST	RAD34 YDR314C	851909;
P53051	MALX3_YEAST	IMA1 YGR287C	853204;
Q12157	APC11_YEAST	APC11 YDL008W D2900	851554;
Q12532	RQC2_YEAST	RQC2 TAE2 YPL009C YP8132.04C	856098;
Q04689	AIM32_YEAST	AIM32 YML050W YM9827.02	854955;
P28000	RPAC2_YEAST	RPC19 YNL113W N1937	855609;
Q12116	TMS1_YEAST	TMS1 YDR105C	851682;
P47165	XPT1_YEAST	XPT1 YJR133W J2118	853597;
Q03834	MSH6_YEAST	MSH6 PMS3 YDR097C YD8557.04C	851671;
P38216	YBM6_YEAST	YBR016W YBR0222	852304;
P32337	IMB3_YEAST	PSE1 KAP121 YMR308C YM9952.10C	855356;
Q3E744	YG161_YEAST	YGR161W-C	3077355;
P10962	MAK16_YEAST	MAK16 YAL025C	851208;
P46990	RL17B_YEAST	RPL17B RPL20B YJL177W J0493	853262;
Q12349	ATP14_YEAST	ATP14 YLR295C L8003.20	851002;
P39551	PRM9_YEAST	PRM9 YAR031W FUN58	851282;
O60200	MDM35_YEAST	MDM35 YKL053C-A	853812;
Q3E764	TMA7_YEAST	TMA7 YLR262C-A	850967;
Q02256	PVH1_YEAST	YVH1 YIR026C	854844;
P28004	PRP45_YEAST	PRP45 FUN20 YAL032C	851201;
P53720	DUS2_YEAST	SMM1 DUS2 YNR015W N2065	855749;
P40525	RL34B_YEAST	RPL34B YIL052C	854759;
P32389	MET4_YEAST	MET4 YNL103W N2177	855620;
P11325	SYLM_YEAST	NAM2 MSL1 YLR382C L3502.6	851098;
Q06152	YL271_YEAST	YLR271W	850976;
P53251	SLX9_YEAST	SLX9 YGR081C	852972;
P89105	CTR9_YEAST	CTR9 CDP1 YOL145C	854020;
P22140	EPT1_YEAST	EPT1 YHR123W	856523;
P38702	LEU5_YEAST	LEU5 YHR002W	856391;
Q12527	ATG11_YEAST	ATG11 CVT9 YPR049C YP9499.07c	856162;
P47082	AVT1_YEAST	AVT1 YJR001W J1409 YJR83.4	853457;
P34222	PTH2_YEAST	PTH2 YBL057C YBL0510 YBL0514	852223;
Q02795	OSTD_YEAST	SWP1 YMR149W YM9375.19	855180;
P00729	CBPY_YEAST	PRC1 YMR297W	855343;
P53892	IBD2_YEAST	IBD2 YNL164C N1714	855557;
P52923	AIF1_YEAST	AIF1 CPD1 YNR074C N3815	855811;
P38152	TXTP_YEAST	CTP1 YBR291C YBR2039	852594;
Q03707	SRC1_YEAST	SRC1 HEH1 YML034W YML033W	854974;
Q02260	SMD1_YEAST	SMD1 YGR074W	852964;
P38872	ADY1_YEAST	PFS1 ADY1 YHR185C	856591;
Q04213	IOC4_YEAST	IOC4 YMR044W YM9532.09	855061;
Q06597	ARR2_YEAST	ARR2 ACR2 YPR200C P9677.16	856330;
P38626	NCB5R_YEAST	CBR1 CBR CBR5 YIL043C	854768;
Q06147	LCB5_YEAST	LCB5 YLR260W	850964;
P36033	FRE2_YEAST	FRE2 YKL220C	853660;
P38274	HSL7_YEAST	HSL7 YBR133C YBR1008	852431;
Q02521	SPP2_YEAST	SPP2 YOR148C	854319;
P23615	SPT6_YEAST	SPT6 CRE2 SSN20 YGR116W G6169	853011;
P25566	MXR2_YEAST	MXR2 MSRB YCL033C YCL33C	850324;
Q05473	MRX8_YEAST	MRX8 YDR336W	851936;
P36132	KAE1_YEAST	KAE1 YKR038C	853910;
P29496	MCM5_YEAST	MCM5 CDC46 YLR274W L9328.1	850980;
P11491	PPB_YEAST	PHO8 YDR481C D8035.24	852092;
Q06510	TAZ_YEAST	TAZ1 YPR140W	856262;
P50091	PEX21_YEAST	PEX21 YGR239C G8593	853154;
P40095	YEY8_YEAST	YER158C	856903;
Q12402	YOP1_YEAST	YOP1 YIP2 YPR028W YP9367.08	856140;
P38250	IST2_YEAST	IST2 YBR086C YBR0809	852382;
P38863	SPC97_YEAST	SPC97 YHR172W	856577;
P32342	SRP21_YEAST	SRP21 YKL122C YKL527	853737;
P25653	FIG2_YEAST	FIG2 YCR089W YCR1102 YCR89W	850451;
P40969	CBF3B_YEAST	CEP3 CBF3 CBF3B CSL1 YMR168C YM8520.17C	855204;
P39935	IF4F1_YEAST	TIF4631 YGR162W	853071;
P15380	PUT4_YEAST	PUT4 YOR348C O6345	854530;
P42933	SPG5_YEAST	SPG5 YMR191W YM9646.03	855229;
Q04461	EUC1_YEAST	EUC1 YMR111C YM9718.10C	855138;
Q07980	MLH2_YEAST	MLH2 YLR035C	850722;
P29469	MCM2_YEAST	MCM2 YBL023C YBL0438	852258;
P38728	ECM34_YEAST	ECM34 YHL043W	856342;
Q06252	YL179_YEAST	YLR179C L9470.20	850876;
Q06344	ESF1_YEAST	ESF1 YDR365C	851969;
Q04951	SCW10_YEAST	SCW10 YMR305C YM9952.07C	855352;
P25454	RAD51_YEAST	RAD51 YER095W	856831;
P23776	EXG1_YEAST	EXG1 BGL1 SCW6 YLR300W L8003.3	851007;
P16639	ATE1_YEAST	ATE1 YGL017W	852867;
P0CH08	RL40A_YEAST	RPL40A UBI1 YIL148W	853969;854658;
P0CH09	RL40B_YEAST	RPL40B UBI2 YKR094C	853969;854658;
P27344	DPB3_YEAST	DPB3 YBR278W YBR2015	852580;
P38988	GGC1_YEAST	GGC1 SHM1 YHM1 YDL198C D1214	851329;
P04456	RL25_YEAST	RPL25 YOL127W	853993;
P13586	ATC1_YEAST	PMR1 BSD1 SCC1 YGL167C G1666	852709;
P08518	RPB2_YEAST	RPB2 RPB150 RPO22 YOR151C	854322;
Q04712	RRN11_YEAST	RRN11 YML043C YM9827.09C	854964;
P26448	BUB2_YEAST	BUB2 YMR055C YM9796.08C	855077;
P38754	RL14B_YEAST	RPL14B YHL001W	856388;
P35202	THI80_YEAST	THI80 YOR143C YOR3373C	854314;
P32494	NGG1_YEAST	NGG1 ADA3 SWI7 YDR176W YD9395.09	851756;
Q12469	SKM1_YEAST	SKM1 YOL113W HRA655	854036;
P39549	YAJ9_YEAST	YAR029W FUN57	851281;
P53921	YNM2_YEAST	YNL122C N1901	855601;
P25300	BUD5_YEAST	BUD5 YCR038C YCR38C YCR526	850405;
Q12311	NTO1_YEAST	NTO1 YPR031W	856143;
P39960	BEM2_YEAST	BEM2 IPL2 SUP9 YER155C	856899;
P41901	SPR3_YEAST	SPR3 YGR059W	852950;
Q9ZZX1	SCE4_YEAST	AI5_ALPHA I-SCEIV Q0070	854597;
P52891	NUP84_YEAST	NUP84 YDL116W	851441;
Q03760	PML39_YEAST	PML39 YML107C YM8339.12	854864;
P06182	CCHL_YEAST	CYC3 YAL039C	851192;
Q03690	CLU_YEAST	CLU1 TIF31 YMR012W YM8270.16	855025;
Q08992	HSP32_YEAST	HSP32 YPL280W	855849;
P47131	YJ55_YEAST	YJR085C J1863	853547;
P0CE41	HAP1_YEAST	HAP1 CYP1 YLR256W L9672.1	850958;
P46956	PHO86_YEAST	PHO86 YJL117W J0744	853325;
P38987	TEM1_YEAST	TEM1 YML064C	854938;
Q04659	CSM3_YEAST	CSM3 YMR048W YM9796.01	855067;
P33296	UBC6_YEAST	UBC6 DOA2 YER100W	856837;
Q08742	RDL2_YEAST	RDL2 AIM42 FMP31 YOR286W	854460;
P38954	IPT1_YEAST	IPT1 SYR4 YDR072C D4405 YD8554.05C	851644;
P39105	PLB1_YEAST	PLB1 YMR008C YM8270.10C	855020;
O13587	YP096_YEAST	YPR096C P9513.17C	856211;
P10566	MRS3_YEAST	MRS3 YJL133W J0675	853308;
P53100	YGT5_YEAST	YGL185C G1380	852690;
P53292	RT35_YEAST	MRPS35 YGR165W	853075;
P0C0W1	RS22A_YEAST	RPS22A RPS24 RPS24A YJL190C J0355	853249;
P47143	ADK_YEAST	ADO1 YJR105W J1973	853569;
Q03750	TAF8_YEAST	TAF8 TAF65 YML114C YM8339.05C	854926;
P36533	RM39_YEAST	MRPL39 YML009C YM9571.09C	855002;
P53688	HST4_YEAST	HST4 YDR191W YD9346.03	851772;
P39683	NPT1_YEAST	NPT1 YOR209C	854384;
Q03080	YP039_YEAST	YPL039W	856068;
P16387	ODPA_YEAST	PDA1 YER178W	856925;
P46962	CTK2_YEAST	CTK2 YJL006C J1390	853450;
P32906	MNS1_YEAST	MNS1 YJR131W J2110	853595;
P43567	AGX1_YEAST	AGX1 YFL030W	850514;
P26783	RS5_YEAST	RPS5 RPS2 YJR123W J2045	853587;
P53246	ENV11_YEAST	ENV11 YGR071C	852962;
P40012	PPOX_YEAST	HEM14 YER014W	856733;
P39959	YEW0_YEAST	YER130C	856867;
P12684	HMDH2_YEAST	HMG2 YLR450W L9324.2	851171;
Q04066	KFA_YEAST	BNA7 YDR428C	852038;
P36103	YKC3_YEAST	YKL023W	853845;
P26786	RS7A_YEAST	RPS7A RPS30 YOR096W YOR3177W	854263;
P46944	TRS85_YEAST	TRS85 GSG1 MUM1 YDR108W YD9727.04	851686;
P25555	GBP2_YEAST	GBP2 RLF6 YCL011C YCL11C	850346;
Q12198	METW_YEAST	YLL058W L0569	850668;
P03878	SCE2_YEAST	AI4 ENS2 I-SCEII Q0065	854596;
P25630	YCU0_YEAST	YCR050C YCR50C	850417;
Q12041	MET32_YEAST	MET32 YDR253C YD9320A.03C	851840;
P38217	IMB2_YEAST	KAP104 YBR017C YBR0224	852305;
P56508	SNA2_YEAST	SNA2 YDR525W-A YDR525BW	852138;
Q12285	MDY2_YEAST	MDY2 GET5 TMA24 YOL111C	854038;
P22768	ASSY_YEAST	ARG1 YOL058W O1228	854096;
P32634	PMD1_YEAST	PMD1 YER132C SYGP-ORF50	856869;
P25037	UBP1_YEAST	UBP1 YDL122W D2250	851435;
P35190	CLG1_YEAST	CLG1 YGL215W G1105	852657;
P03874	CBP2_YEAST	CBP2 YHL038C	856347;
Q8TGK4	YB298_YEAST	YBR298C-A	1466452;
P21771	RT28_YEAST	MRPS28 YDR337W D9651.3	851937;
P38080	AKL1_YEAST	AKL1 YBR059C YBR0519	852351;
Q12461	PTPA2_YEAST	RRD2 NOH1 YPA2 YPL152W	855951;
P46959	TRM61_YEAST	GCD14 TRM61 YJL125C J0710	853317;
P40099	FTHC_YEAST	FAU1 YER183C	856932;
P16664	RGP1_YEAST	RGP1 YDR137W YD9302.13	851714;
Q04080	GPI17_YEAST	GPI17 YDR434W D9461.20	852044;
Q3E817	YF041_YEAST	YFL041W-A	1466401;
P53198	ERP6_YEAST	ERP6 YGL002W	852882;
Q12154	GET3_YEAST	GET3 ARR4 YDL100C D2371	851458;
P22148	MSN1_YEAST	MSN1 FUP1 PHD2 YOL116W HRB382	854033;
P25372	TRX3_YEAST	TRX3 YCR083W YCR83W	850444;
Q07904	THI73_YEAST	THI73 YLR004C	850690;
P39743	RV167_YEAST	RVS167 YDR388W D9509.8	851996;
P32602	SEC17_YEAST	SEC17 YBL050W YBL0505 YBL0517	852230;
Q04493	PFD5_YEAST	GIM5 PFD5 YML094W	854879;
P52893	ALAM_YEAST	ALT1 YLR089C L9449.15	850778;
Q05809	COA4_YEAST	COA4 CMC3 YLR218C	850915;
P33893	GATB_YEAST	PET112 YBL080C YBL0724	852198;
Q07532	IWR1_YEAST	IWR1 YDL115C	851442;
Q06624	RHC31_YEAST	AOS1 RHC31 YPR180W P9705.5	856310;
P20107	ZRC1_YEAST	ZRC1 YMR243C YM9408.05C	855284;
P25345	SYNM_YEAST	SLM5 YCR024C YCR242 YCR24C	850388;
P36119	YK03_YEAST	YKR023W	853893;
P38347	EFM2_YEAST	EFM2 YBR271W YBR1739	852574;
P39720	OAF1_YEAST	OAF1 YAF1 YAL051W FUN43	851247;
Q12010	YPQ1_YEAST	YPQ1 YOL092W O0929	854061;
P07273	TFS2_YEAST	DST1 PPR2 YGL043W	852839;
P07702	LYS2_YEAST	LYS2 YBR115C YBR0910	852412;
P38202	YBC8_YEAST	YBL028C YBL0423	852253;
P25370	GFD2_YEAST	GFD2 YCL036W YCL187 YCL36W	850321;
P40504	KTR7_YEAST	KTR7 YIL085C	854724;
P21373	UTR1_YEAST	UTR1 YJR049C J1655	853508;
P49686	NUP42_YEAST	NUP42 RIP1 UIP1 YDR192C YD9346.04C	851774;
P38755	OSH7_YEAST	OSH7 YHR001W	856389;
P53152	MMS2_YEAST	MMS2 YGL087C	852793;
Q00955	ACAC_YEAST	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	855750;
P32471	EF1B_YEAST	EFB1 TEF5 YAL003W	851260;
Q12046	CWC2_YEAST	CWC2 NTC40 SLC3 YDL209C D1041	851318;
Q12369	SFI1_YEAST	SFI1 YLL003W L1373	850657;
P38967	TAT2_YEAST	TAT2 LTG3 SAB2 SCM2 TAP2 YOL020W	854139;
P42950	GSM1_YEAST	GSM1 YJL103C J0824	853341;
Q03942	RKM2_YEAST	RKM2 YDR198C	851779;
Q05451	YH50_YEAST	YHR050W-A	1466528;
P40970	LCB2_YEAST	LCB2 SCS1 TSC1 YDR062W D4246 YD9609.16	851634;
P50108	MNN10_YEAST	MNN10 BED1 YDR245W YD8419.12	851832;
Q12166	LEU9_YEAST	LEU9 YOR108W YOR3227w	854275;
P47988	TEA1_YEAST	TEA1 YOR337W O6257	854515;
P26725	YUR1_YEAST	YUR1 YJL139C J0657	853302;
P40481	HPM1_YEAST	HPM1 MNI1 YIL110W	854696;
P47112	CDT1_YEAST	TAH11 CDT1 SID2 YJR046W J1641	853504;
P38200	SHE1_YEAST	SHE1 YBL031W YBL0420	852249;
Q07451	YET3_YEAST	YET3 YDL072C	851487;
P14540	ALF_YEAST	FBA1 YKL060C YKL320	853805;
Q06644	PMT7_YEAST	PMT7 YDR307W D9740.4	851902;
P38797	PP2C7_YEAST	PTC7 YHR076W	856475;
Q07915	RLP24_YEAST	RLP24 YLR009W	850695;
P39542	YJT3_YEAST	YJL193W J0349	853246;
P32485	HOG1_YEAST	HOG1 SSK3 YLR113W L2931 L9354.2	850803;
Q04083	THI74_YEAST	THI74 YDR438W	852048;
P20435	RPAB2_YEAST	RPO26 RPB6 YPR187W P9677.8	856317;
P39965	SYPM_YEAST	AIM10 YER087W	856820;
P46984	GON7_YEAST	GON7 LDB6 PCC2 YJL184W J0420	853255;
P34233	ASH1_YEAST	ASH1 YKL185W	853650;
P40353	ATF1_YEAST	ATF1 YOR377W	854559;
P32584	STE14_YEAST	STE14 YDR410C D9461.1	852019;
P08964	MYO1_YEAST	MYO1 YHR023W	856418;
P40045	TDA2_YEAST	TDA2 YER071C	856802;
P46955	NCA3_YEAST	NCA3 YJL116C J0748	853326;
P43593	UBP6_YEAST	UBP6 YFR010W	850562;
Q07349	MRX9_YEAST	MRX9 YDL027C D2800	851535;
P38277	YBY8_YEAST	YBR138C YBR1014	852435;
Q05568	PEX10_YEAST	PEX10 PAS4 YDR265W D9954.8	851858;
P53038	TEL2_YEAST	TEL2 YGR099W	852991;
Q99220	OS9_YEAST	YOS9 YDR057W D4222	851627;
Q3E832	YO72B_YEAST	YOR072W-B	1466483;
Q08914	HSP33_YEAST	HSP33 YOR391C	854573;
P53204	NMA2_YEAST	NMA2 YGR010W	852893;
P43617	YFL5_YEAST	YFR045W	850606;
P46964	OST2_YEAST	OST2 YOR103C YOR3211C	854270;
P07286	GPT_YEAST	ALG7 TUR1 YBR243C YBR1628	852545;
P06838	RAD10_YEAST	RAD10 YML095C	854878;
P38359	SUL1_YEAST	SUL1 SFP2 YBR294W YBR2110	852597;
P38707	SYNC_YEAST	DED81 YHR019C	856412;
P47130	CSN12_YEAST	CSN12 YJR084W J1860	853546;
Q03162	MUB1_YEAST	MUB1 YMR100W YM6543.07	855126;
Q08822	ETFD_YEAST	CIR2 YOR356W	854538;
P32630	UTR5_YEAST	UTR5 YEL035C SYGP-ORF27	856676;
Q04418	RBA50_YEAST	RBA50 YDR527W	852139;
Q06170	YL326_YEAST	YLR326W	851036;
P0CH63	DDI2_YEAST	DDI2 YFL061W	850483;855381;
P0CH64	DDI3_YEAST	DDI3 YNL335W N0280	850483;855381;
P11154	PYC1_YEAST	PYC1 PYV YGL062W	852818;
P07249	ARGR1_YEAST	ARG80 ARGR1 YMR042W YM9532.07	855059;
P14693	SAM35_YEAST	SAM35 OMP85 TOB38 TOM38 YHR083W	856483;
P40208	GID8_YEAST	GID8 DCR1 YMR135C YM9375.04C	855166;
P53721	RCF2_YEAST	RCF2 AIM38 YNR018W N3185	855752;
P30402	PYRX_YEAST	URA10 YMR271C YM8156.13C	855313;
P22855	MAN1_YEAST	AMS1 YGL156W G1861	852721;
P53141	MLC1_YEAST	MLC1 YGL106W G3080	852772;
P53067	IMB5_YEAST	KAP114 YGL241W HRC1004	852610;
P18899	DDR48_YEAST	DDR48 FSP YMR173W YM8010.03	855210;
P47040	BTN1_YEAST	YHC3 BTN1 YJL059W J1139	853387;
P26321	RL5_YEAST	RPL5 RPL1 RPL1A YPL131W LPI14W	855972;
Q12375	ORT1_YEAST	ORT1 ARG11 YOR130C O3299 YOR3299C	854297;
Q03102	YMN1_YEAST	YML131W YM4987.04	854908;
P38853	KEL1_YEAST	KEL1 YHR158C	856563;
P49435	APT1_YEAST	APT1 YML022W	854986;
P53047	RTA1_YEAST	RTA1 YGR213C	853127;
P32898	CYM1_YEAST	CYM1 MOP112 YDR430C D9461.18	852041;
Q02863	UBP16_YEAST	UBP16 YPL072W LPF12W	856032;
P47164	MET7_YEAST	STR2 YJR130C J2063	853594;
P36137	UIP5_YEAST	UIP5 YKR044W	853918;
Q86ZR7	YKD3A_YEAST	YKL033W-A	853833;
Q12214	HOS1_YEAST	HOS1 YPR068C YP9499.23C	856181;
P47129	ACF4_YEAST	ACF4 YJR083C J1857	853545;
Q04660	ERB1_YEAST	ERB1 YMR049C YM9796.02C	855068;
Q12176	MAK21_YEAST	MAK21 NOC1 YDR060W D4237 YD9609.14	851632;
P40319	ELO3_YEAST	ELO3 APA1 SRE1 SUR4 VBM1 YLR372W L8039.2	851087;
P36054	RCN1_YEAST	RCN1 DSCR1L YKL159C YKL613	853698;
Q99303	YD23A_YEAST	TY2A-DR3 YDRWTy2-3 GAG YDR261W-A YD9320A.13	851850;
Q12184	ADRX_YEAST	YAH1 YPL252C	855824;
Q04370	PEX12_YEAST	PEX12 YMR026C YM9711.16C	855041;
Q99373	PET20_YEAST	PET20 YPL159C P2567	855944;
P32361	IRE1_YEAST	IRE1 ERN1 YHR079C	856478;
P36521	RM11_YEAST	MRPL11 YDL202W D1070	851325;
Q12368	SNU23_YEAST	SNU23 YDL098C D2378	851460;
P40560	YIA1_YEAST	YIL001W YIA1W	854816;
Q12370	PAU17_YEAST	PAU17 YLL025W L0968	850635;
P02400	RLA4_YEAST	RPP2B L12EIA RPL45 RPLA4 YDR382W	851990;
P39734	HPH2_YEAST	FRT2 HPH2 YAL028W	851205;
P36076	CAB3_YEAST	CAB3 YKL088W	853774;
P33204	ARPC4_YEAST	ARC19 YKL013C YKL166	853856;
Q07549	SNA4_YEAST	SNA4 YDL123W	851434;
Q02804	ARL3_YEAST	ARL3 ARP1 YPL051W	856056;
Q07845	GRC3_YEAST	GRC3 YLL035W	850624;
P06781	RHO2_YEAST	RHO2 YNL090W N2237	855634;
P06783	STE3_YEAST	STE3 YKL178C	853677;
P47173	YJ9J_YEAST	YJR142W J2171	853607;
P89114	SAE3_YEAST	SAE3 YHR079C-A	856479;
P53970	EFM6_YEAST	EFM6 YNL024C N2809	855707;
P38114	TBS1_YEAST	TBS1 YBR150C YBR1133	852447;
P39946	LIS1_YEAST	PAC1 LIS1 YOR269W	854443;
P32608	RTG2_YEAST	RTG2 YGL252C NRF588	852640;
P08468	PT111_YEAST	PET111 YMR257C YM9920.11C	855299;
Q06091	SN309_YEAST	SNT309 NTC25 YPR101W	856216;
P48567	PUS4_YEAST	PUS4 YNL292W N0480	855424;
Q03954	SPC19_YEAST	SPC19 YDR201W	851782;
P25453	DMC1_YEAST	DMC1 ISC2 YER179W	856926;
P25491	MAS5_YEAST	YDJ1 MAS5 YNL064C N2418 YNL2418C	855661;
P24583	KPC1_YEAST	PKC1 HPO2 STT1 YBL105C YBL0807	852169;
P07884	MOD5_YEAST	MOD5 YOR274W	854448;
P30657	PSB7_YEAST	PRE4 YFR050C	850611;
P47008	SFH5_YEAST	SFH5 YJL145W J0644	853296;
P28625	YIM1_YEAST	YIM1 YMR152W YM8520.01 YM9375.22	855183;
Q06104	GLD1_YEAST	GLD1 YPR109W	856225;
Q12406	ARP7_YEAST	ARP7 SWP61 YPR034W YP9367.14	856146;
P32190	GLPK_YEAST	GUT1 YHL032C	856353;
P32858	AIM26_YEAST	AIM26 YKL037W YKL250	853829;
Q06321	ATG26_YEAST	ATG26 UGT51 YLR189C	850886;
Q04372	TAP42_YEAST	TAP42 YMR028W YM9711.18 YM9973.01C	855043;
P08432	DCOR_YEAST	SPE1 ORD1 YKL184W	853651;
P53881	RM22_YEAST	MRPL22 YNL177C N1657	855544;
P40011	RRAAH_YEAST	YER010C	856728;
Q01846	MDM1_YEAST	MDM1 YML104C YM8339.15C	854867;
P38703	LAG1_YEAST	LAG1 YHL003C	856386;
P40031	SPO73_YEAST	SPO73 YER046W	856770;
Q05015	FSH2_YEAST	FSH2 YMR222C YM9959.04C	855262;
P40496	RT25_YEAST	RSM25 YIL093C	854715;
P53249	YG2G_YEAST	YGR079W	852970;
Q12471	6P22_YEAST	PFK27 YOL136C	853984;
P36014	GPX1_YEAST	GPX1 YKL026C	853842;
P40559	INP51_YEAST	INP51 SJL1 YIL002C YIA2C	854815;
P40025	PHM8_YEAST	PHM8 YER037W	856759;
Q07987	PAU23_YEAST	PAU23 DAN2 YLR037C L1909	850726;
P53039	YIP1_YEAST	YIP1 YGR172C	853082;
P38806	YNG2_YEAST	YNG2 EAF4 NBN1 YHR090C	856490;
Q08777	MCH5_YEAST	MCH5 YOR306C	854483;
Q06179	FMP27_YEAST	FMP27 YLR454W	851175;
P36093	PHD1_YEAST	PHD1 YKL043W YKL256	853823;
P32607	RTG1_YEAST	RTG1 YOL067C	854087;
P05626	ATPF_YEAST	ATP4 YPL078C LPF7C	856027;
P53878	YNS1_YEAST	YNL181W N1640	855540;
P47016	NIT2_YEAST	NIT2 YJL126W J0706	853316;
P35177	SPT7_YEAST	SPT7 YBR081C YBR0739	852373;
Q12045	VIK1_YEAST	VIK1 YPL253C	855822;
Q3E843	YM58C_YEAST	YMR158C-A	855192;
Q04089	DOT1_YEAST	DOT1 KMT4 PCH1 YDR440W D9461.26	852050;
P04803	SYWM_YEAST	MSW1 MSW YDR268W D9954.7	851861;
P38604	ERG7_YEAST	ERG7 YHR072W	856470;
P38768	PIH1_YEAST	PIH1 NOP17 YHR034C	856429;
P39936	IF4F2_YEAST	TIF4632 YGL049C	852833;
P38246	ECM8_YEAST	ECM8 YBR076W YBR0722	852368;
A5Z2X5	YP010_YEAST	YPR010C-A	5142379;
P38882	UTP9_YEAST	UTP9 YHR196W	856603;
P05986	KAPC_YEAST	TPK3 PKA3 YKL166C YKL630	853688;
P39742	SEC72_YEAST	SEC72 SEC67 SIM2 YLR292C L8003.18	850999;
Q2V2Q1	ADF1_YEAST	ADF1 YCL058W-A	3289591;
P11075	SEC7_YEAST	SEC7 YDR170C YD9395.01C YD9489.05C	851748;
P53976	YNB8_YEAST	YNL018C N2831	855713;
P36102	PAN3_YEAST	PAN3 ECM35 YKL025C	853843;
Q08909	YO385_YEAST	YOR385W	854567;
P03875	AI1M_YEAST	AI1 Q0050	854593;
P38837	NSG1_YEAST	NSG1 YHR133C	856535;
P36066	MGR3L_YEAST	YKL133C	853725;
Q12434	GDIR_YEAST	RDI1 YDL135C D2175	851420;
